bundle_uuid	bundle_version	file_name	file_format	read_index	file_size	file_uuid	file_version	file_sha256	file_content_type	cell_suspension.provenance.document_id	cell_suspension.estimated_cell_count	cell_suspension.selected_cell_type	sequencing_protocol.instrument_manufacturer_model	sequencing_protocol.paired_end	library_preparation_protocol.library_construction_approach	project.provenance.document_id	project.contributors.institution	project.contributors.laboratory	project.project_core.project_short_name	project.project_core.project_title	specimen_from_organism.provenance.document_id	specimen_from_organism.diseases	specimen_from_organism.organ	specimen_from_organism.organ_part	specimen_from_organism.preservation_storage.preservation_method	donor_organism.sex	donor_organism.biomaterial_core.biomaterial_id	donor_organism.provenance.document_id	donor_organism.genus_species	donor_organism.diseases	donor_organism.organism_age	donor_organism.organism_age_unit	cell_line.provenance.document_id	cell_line.biomaterial_core.biomaterial_id	organoid.provenance.document_id	organoid.biomaterial_core.biomaterial_id	organoid.model_organ	organoid.model_organ_part	_entity_type	sample.provenance.document_id	sample.biomaterial_core.biomaterial_id
8d64a23f-9e76-4084-a18c-1ea9bb118360	2019-10-04T094331.657331Z	SRR5295087_2.fastq.gz	fastq.gz	read2	243352942	8fba60c9-7d09-4df6-9e25-a84e1936fe88	2019-07-26T200405.947874Z	5a92b0a704b0eb30d03cb0df6d3e38a7b92b4f2e989191858be5d87659f6de26	application/gzip; dcp-type=data	04b877eb-07bd-464f-86f3-98ecd1429773	1	stromal cell	Illumina HiSeq 2500	True	Smart-Seq	f8aa201c-4ff1-45a4-890e-840d63459ca2	Celgene Corporation || EMBL-EBI || Novo Nordisk Research Centre Oxford || OncoResponse, Inc || University of Oxford	Human Cell Atlas Data Coordination Platform || Kennedy Institute of Rheumatology || MRC Human Immunology Unit, MRC Weatherall Institute of Molecular Medicine || Translational Development || Weatherall Institute of Molecular Medicine || Wellcome Trust Centre for Human Genetics	HumanColonicMesenchymeIBD	Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease	1fd95d59-d4a0-4c1f-8cb6-444eaec68c8b	normal	colon	lamina propria of mucosa of colon	fresh	female	Human_S2_healthy	022b8e80-8a42-4344-86d5-ebc74ee6b6df	Homo sapiens	normal	57	year							specimens	1fd95d59-d4a0-4c1f-8cb6-444eaec68c8b	Human_S2_healthy_colon
5925c749-c426-45a9-816c-67e26f36fb7b	2019-10-04T094331.937208Z	SRR5295228_1.fastq.gz	fastq.gz	read1	71082035	75e67436-670d-457b-84bd-44a8177e6d3a	2019-07-26T182325.451577Z	1c99bbbc9d13ce2e98afe84b618cc230b574aafee97aaaedd0d309c0f044d811	application/gzip; dcp-type=data	8714ea3b-02db-4f81-9d0f-57e80484b75e	1	stromal cell	Illumina HiSeq 4000	True	Smart-Seq	f8aa201c-4ff1-45a4-890e-840d63459ca2	Celgene Corporation || EMBL-EBI || Novo Nordisk Research Centre Oxford || OncoResponse, Inc || University of Oxford	Human Cell Atlas Data Coordination Platform || Kennedy Institute of Rheumatology || MRC Human Immunology Unit, MRC Weatherall Institute of Molecular Medicine || Translational Development || Weatherall Institute of Molecular Medicine || Wellcome Trust Centre for Human Genetics	HumanColonicMesenchymeIBD	Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease	b8ecbf1d-de2b-4b60-ba56-0b6131eb4322	ulcerative colitis (disease)	colon	lamina propria of mucosa of colon	fresh	male	Human_S5_UC	408cc657-bae1-45ba-a5b4-98bbd4973f87	Homo sapiens	ulcerative colitis (disease)	45	year							specimens	b8ecbf1d-de2b-4b60-ba56-0b6131eb4322	Human_S5_UC_noninflammed_colon
31ead85c-6d31-4693-9b36-ca02646a3e7e	2019-10-04T094331.592111Z	SRR5295117_1.fastq.gz	fastq.gz	read1	223806564	80b12b82-de86-4de2-9c3b-835fab314e69	2019-07-26T200733.984883Z	f2b5bd4f691c27fb2bccdf390bef996b26b3225f77559c55fb47f2fb6fda3bcc	application/gzip; dcp-type=data	7175b3dc-d92d-4171-a07c-6e00b17e114c	1	stromal cell	Illumina HiSeq 2500	True	Smart-Seq	f8aa201c-4ff1-45a4-890e-840d63459ca2	Celgene Corporation || EMBL-EBI || Novo Nordisk Research Centre Oxford || OncoResponse, Inc || University of Oxford	Human Cell Atlas Data Coordination Platform || Kennedy Institute of Rheumatology || MRC Human Immunology Unit, MRC Weatherall Institute of Molecular Medicine || Translational Development || Weatherall Institute of Molecular Medicine || Wellcome Trust Centre for Human Genetics	HumanColonicMesenchymeIBD	Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease	1fd95d59-d4a0-4c1f-8cb6-444eaec68c8b	normal	colon	lamina propria of mucosa of colon	fresh	female	Human_S2_healthy	022b8e80-8a42-4344-86d5-ebc74ee6b6df	Homo sapiens	normal	57	year							specimens	1fd95d59-d4a0-4c1f-8cb6-444eaec68c8b	Human_S2_healthy_colon
4a93a63a-53b9-4625-ae17-102a94bc6e6b	2019-10-24T212959.067729Z	4834STDY7002875_S1_L001_R1_001.fastq.gz	fastq.gz	read1	35757128617	6144552f-b4b0-460b-b5a6-7bd3035d2f1b	2019-10-23T144936.041233Z	a760719c32e5a4518d0a9b4d7acf6329c93f034528a06ee3b073ce2f9c5359a7	application/gzip; dcp-type=data	2dea8819-57bd-4acf-bb26-7a8031df87fb	0	kidney cell	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	17aea4fd-cd72-4c36-8ded-d686162804b4	normal	kidney		fresh	male	F16	8ef48580-339e-4c23-b5bd-04c8692cab5f	Homo sapiens	normal	8.14	week							specimens	17aea4fd-cd72-4c36-8ded-d686162804b4	F16_1
0658d9aa-bd5a-4957-99f7-576d2871b72e	2019-10-23T144855.605443Z	4834STDY7002875_S1_L001_R1_001.fastq.gz	fastq.gz	read1	35757128617	6144552f-b4b0-460b-b5a6-7bd3035d2f1b	2019-10-23T144936.041233Z	a760719c32e5a4518d0a9b4d7acf6329c93f034528a06ee3b073ce2f9c5359a7	application/gzip; dcp-type=data	2dea8819-57bd-4acf-bb26-7a8031df87fb	0	kidney cell	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	17aea4fd-cd72-4c36-8ded-d686162804b4	normal	kidney		fresh	male	F16	8ef48580-339e-4c23-b5bd-04c8692cab5f	Homo sapiens	normal	8.14	week							specimens	17aea4fd-cd72-4c36-8ded-d686162804b4	F16_1
6ee94da7-fcb6-4d54-a142-50395a9ddbe1	2019-10-04T094331.907651Z	SRR5294983_1.fastq.gz	fastq.gz	read1	214074425	67f09e43-cf81-4d16-ac01-f701e7abb183	2019-07-26T200819.060982Z	2189130d1494b3732d9843e8601c084266367264924ec4fdeead7c65c404b630	application/gzip; dcp-type=data	d2e51b85-a0db-44e1-b1e4-5d46e8a70499	1	stromal cell	Illumina HiSeq 2500	True	Smart-Seq	f8aa201c-4ff1-45a4-890e-840d63459ca2	Celgene Corporation || EMBL-EBI || Novo Nordisk Research Centre Oxford || OncoResponse, Inc || University of Oxford	Human Cell Atlas Data Coordination Platform || Kennedy Institute of Rheumatology || MRC Human Immunology Unit, MRC Weatherall Institute of Molecular Medicine || Translational Development || Weatherall Institute of Molecular Medicine || Wellcome Trust Centre for Human Genetics	HumanColonicMesenchymeIBD	Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease	f7661c72-aa1d-4a1b-a1a0-15ab6c025abc	normal	colon	lamina propria of mucosa of colon	fresh	female	Human_S3_healthy	f0446fba-413b-4e7c-ba3c-019c70c0135f	Homo sapiens	normal	50	year							specimens	f7661c72-aa1d-4a1b-a1a0-15ab6c025abc	Human_S3_healthy_colon
0658d9aa-bd5a-4957-99f7-576d2871b72e	2019-10-23T144855.605443Z	4834STDY7002875_S1_L001_R2_001.fastq.gz	fastq.gz	read2	48816315438	caf7fc00-38ab-4af5-beda-c70c1fb4448e	2019-10-23T144936.268172Z	e3ebb27123311c9e9794b64da7e1fed26efa8aec159440284b72298e7faec5cb	application/gzip; dcp-type=data	2dea8819-57bd-4acf-bb26-7a8031df87fb	0	kidney cell	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	17aea4fd-cd72-4c36-8ded-d686162804b4	normal	kidney		fresh	male	F16	8ef48580-339e-4c23-b5bd-04c8692cab5f	Homo sapiens	normal	8.14	week							specimens	17aea4fd-cd72-4c36-8ded-d686162804b4	F16_1
4a93a63a-53b9-4625-ae17-102a94bc6e6b	2019-10-24T212959.067729Z	4834STDY7002875_S1_L001_R2_001.fastq.gz	fastq.gz	read2	48816315438	caf7fc00-38ab-4af5-beda-c70c1fb4448e	2019-10-23T144936.268172Z	e3ebb27123311c9e9794b64da7e1fed26efa8aec159440284b72298e7faec5cb	application/gzip; dcp-type=data	2dea8819-57bd-4acf-bb26-7a8031df87fb	0	kidney cell	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	17aea4fd-cd72-4c36-8ded-d686162804b4	normal	kidney		fresh	male	F16	8ef48580-339e-4c23-b5bd-04c8692cab5f	Homo sapiens	normal	8.14	week							specimens	17aea4fd-cd72-4c36-8ded-d686162804b4	F16_1
6ee94da7-fcb6-4d54-a142-50395a9ddbe1	2019-10-04T094331.907651Z	SRR5294983_2.fastq.gz	fastq.gz	read2	226103402	62dd97c4-afc4-4b75-8ac1-23ca662f9d50	2019-07-26T200819.305969Z	b783b6673836b4f4b2653d8761d045b8d9509712cb306f8257957873ff25e003	application/gzip; dcp-type=data	d2e51b85-a0db-44e1-b1e4-5d46e8a70499	1	stromal cell	Illumina HiSeq 2500	True	Smart-Seq	f8aa201c-4ff1-45a4-890e-840d63459ca2	Celgene Corporation || EMBL-EBI || Novo Nordisk Research Centre Oxford || OncoResponse, Inc || University of Oxford	Human Cell Atlas Data Coordination Platform || Kennedy Institute of Rheumatology || MRC Human Immunology Unit, MRC Weatherall Institute of Molecular Medicine || Translational Development || Weatherall Institute of Molecular Medicine || Wellcome Trust Centre for Human Genetics	HumanColonicMesenchymeIBD	Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease	f7661c72-aa1d-4a1b-a1a0-15ab6c025abc	normal	colon	lamina propria of mucosa of colon	fresh	female	Human_S3_healthy	f0446fba-413b-4e7c-ba3c-019c70c0135f	Homo sapiens	normal	50	year							specimens	f7661c72-aa1d-4a1b-a1a0-15ab6c025abc	Human_S3_healthy_colon
23f918d4-68b8-41af-b715-356e7beda279	2019-10-04T094331.597377Z	SRR5295051_1.fastq.gz	fastq.gz	read1	126478163	f3973860-3daf-4133-b102-2b89ec767f86	2019-07-26T201509.470648Z	a1434487d4a4f96332e75d4d41b1aeb0688ff04b238726787a1c560353a81dc6	application/gzip; dcp-type=data	51173f08-275d-4615-87a3-bf1495e1bef0	1	stromal cell	Illumina HiSeq 2500	True	Smart-Seq	f8aa201c-4ff1-45a4-890e-840d63459ca2	Celgene Corporation || EMBL-EBI || Novo Nordisk Research Centre Oxford || OncoResponse, Inc || University of Oxford	Human Cell Atlas Data Coordination Platform || Kennedy Institute of Rheumatology || MRC Human Immunology Unit, MRC Weatherall Institute of Molecular Medicine || Translational Development || Weatherall Institute of Molecular Medicine || Wellcome Trust Centre for Human Genetics	HumanColonicMesenchymeIBD	Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease	9fe27d4f-8566-4fa8-9549-08e0d37f6bdc	normal	colon	lamina propria of mucosa of colon	fresh	female	Human_S1_healthy	676a2828-ae08-4c11-b076-b516e3bcfcbf	Homo sapiens	normal	69	year							specimens	9fe27d4f-8566-4fa8-9549-08e0d37f6bdc	Human_S1_healthy_colon
70e8a0ab-58b3-4916-b410-9d5ec3659a6d	2019-10-04T094331.580188Z	SRR5294970_2.fastq.gz	fastq.gz	read2	209576173	e129dc82-db12-41fd-86d8-dbfbc6a560b8	2019-07-26T200325.452451Z	0783ef237fb4f17c6f70d5c5c1f9272a44d32abcdc25b31f21cf6748be87867b	application/gzip; dcp-type=data	0f653515-5c2d-47fa-99d6-fc43d3edac52	1	stromal cell	Illumina HiSeq 2500	True	Smart-Seq	f8aa201c-4ff1-45a4-890e-840d63459ca2	Celgene Corporation || EMBL-EBI || Novo Nordisk Research Centre Oxford || OncoResponse, Inc || University of Oxford	Human Cell Atlas Data Coordination Platform || Kennedy Institute of Rheumatology || MRC Human Immunology Unit, MRC Weatherall Institute of Molecular Medicine || Translational Development || Weatherall Institute of Molecular Medicine || Wellcome Trust Centre for Human Genetics	HumanColonicMesenchymeIBD	Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease	1fd95d59-d4a0-4c1f-8cb6-444eaec68c8b	normal	colon	lamina propria of mucosa of colon	fresh	female	Human_S2_healthy	022b8e80-8a42-4344-86d5-ebc74ee6b6df	Homo sapiens	normal	57	year							specimens	1fd95d59-d4a0-4c1f-8cb6-444eaec68c8b	Human_S2_healthy_colon
4b2c578d-d975-4ce4-ae83-6b7574621589	2019-10-04T094331.802809Z	SRR5295112_1.fastq.gz	fastq.gz	read1	128582960	d9cbfec6-013e-461a-95db-e3cb50bf21d8	2019-07-26T200906.720814Z	be83dab644c3b9522948113a987ed1ddcbeec309ef6e4bda14d0682af0bef6cd	application/gzip; dcp-type=data	25b1ab55-1f7d-4921-b04b-2f60899f4b4d	1	stromal cell	Illumina HiSeq 2500	True	Smart-Seq	f8aa201c-4ff1-45a4-890e-840d63459ca2	Celgene Corporation || EMBL-EBI || Novo Nordisk Research Centre Oxford || OncoResponse, Inc || University of Oxford	Human Cell Atlas Data Coordination Platform || Kennedy Institute of Rheumatology || MRC Human Immunology Unit, MRC Weatherall Institute of Molecular Medicine || Translational Development || Weatherall Institute of Molecular Medicine || Wellcome Trust Centre for Human Genetics	HumanColonicMesenchymeIBD	Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease	1fd95d59-d4a0-4c1f-8cb6-444eaec68c8b	normal	colon	lamina propria of mucosa of colon	fresh	female	Human_S2_healthy	022b8e80-8a42-4344-86d5-ebc74ee6b6df	Homo sapiens	normal	57	year							specimens	1fd95d59-d4a0-4c1f-8cb6-444eaec68c8b	Human_S2_healthy_colon
11f59e2a-53f7-4717-a858-19f404980625	2019-10-04T094331.654464Z	SRR5295104_2.fastq.gz	fastq.gz	read2	252068824	a76629bd-3443-41d6-8b5d-6c1f87341e43	2019-07-26T201539.696377Z	7bf65445be9f649e7d0da236bc0ebc70b1aef662444313ebeaa67f6d4c54bf60	application/gzip; dcp-type=data	596541f8-7ac8-494c-8fa2-5570fa338d9d	1	stromal cell	Illumina HiSeq 2500	True	Smart-Seq	f8aa201c-4ff1-45a4-890e-840d63459ca2	Celgene Corporation || EMBL-EBI || Novo Nordisk Research Centre Oxford || OncoResponse, Inc || University of Oxford	Human Cell Atlas Data Coordination Platform || Kennedy Institute of Rheumatology || MRC Human Immunology Unit, MRC Weatherall Institute of Molecular Medicine || Translational Development || Weatherall Institute of Molecular Medicine || Wellcome Trust Centre for Human Genetics	HumanColonicMesenchymeIBD	Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease	1fd95d59-d4a0-4c1f-8cb6-444eaec68c8b	normal	colon	lamina propria of mucosa of colon	fresh	female	Human_S2_healthy	022b8e80-8a42-4344-86d5-ebc74ee6b6df	Homo sapiens	normal	57	year							specimens	1fd95d59-d4a0-4c1f-8cb6-444eaec68c8b	Human_S2_healthy_colon
808aa048-9cb5-48e6-b418-dbf7b7aa32d6	2019-10-04T094331.538065Z	SRR5295270_1.fastq.gz	fastq.gz	read1	76178262	be32838d-8439-41d6-bccd-c52c7ba45878	2019-07-26T182548.117735Z	bfe26323d8fa63161e6135ca5019a0fe8833933edff0a755df6798b272ff9019	application/gzip; dcp-type=data	02032762-a848-43a4-953e-9107d0f548e7	1	stromal cell	Illumina HiSeq 4000	True	Smart-Seq	f8aa201c-4ff1-45a4-890e-840d63459ca2	Celgene Corporation || EMBL-EBI || Novo Nordisk Research Centre Oxford || OncoResponse, Inc || University of Oxford	Human Cell Atlas Data Coordination Platform || Kennedy Institute of Rheumatology || MRC Human Immunology Unit, MRC Weatherall Institute of Molecular Medicine || Translational Development || Weatherall Institute of Molecular Medicine || Wellcome Trust Centre for Human Genetics	HumanColonicMesenchymeIBD	Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease	08e099e0-ce8d-4394-ae1a-e4bb2699ef3f	ulcerative colitis (disease)	colon	lamina propria of mucosa of colon	fresh	male	Human_S6_UC	fbac9967-6bab-4f1b-90c6-2c754cb651f1	Homo sapiens	ulcerative colitis (disease)	30	year							specimens	08e099e0-ce8d-4394-ae1a-e4bb2699ef3f	Human_S6_UC_inflammed_colon
4b2c578d-d975-4ce4-ae83-6b7574621589	2019-10-04T094331.802809Z	SRR5295112_2.fastq.gz	fastq.gz	read2	135062236	00e17f1b-efaa-4748-bec5-01178fa17353	2019-07-26T200906.889526Z	9ad7e3161fc5aa5ac08a9f060db362a9bd8f8ea0ec8fc0f3eb9ad73d9e2f3b1a	application/gzip; dcp-type=data	25b1ab55-1f7d-4921-b04b-2f60899f4b4d	1	stromal cell	Illumina HiSeq 2500	True	Smart-Seq	f8aa201c-4ff1-45a4-890e-840d63459ca2	Celgene Corporation || EMBL-EBI || Novo Nordisk Research Centre Oxford || OncoResponse, Inc || University of Oxford	Human Cell Atlas Data Coordination Platform || Kennedy Institute of Rheumatology || MRC Human Immunology Unit, MRC Weatherall Institute of Molecular Medicine || Translational Development || Weatherall Institute of Molecular Medicine || Wellcome Trust Centre for Human Genetics	HumanColonicMesenchymeIBD	Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease	1fd95d59-d4a0-4c1f-8cb6-444eaec68c8b	normal	colon	lamina propria of mucosa of colon	fresh	female	Human_S2_healthy	022b8e80-8a42-4344-86d5-ebc74ee6b6df	Homo sapiens	normal	57	year							specimens	1fd95d59-d4a0-4c1f-8cb6-444eaec68c8b	Human_S2_healthy_colon
11f59e2a-53f7-4717-a858-19f404980625	2019-10-04T094331.654464Z	SRR5295104_1.fastq.gz	fastq.gz	read1	240732378	c59436bc-6700-4fc5-86db-5bab12403e68	2019-07-26T201539.492014Z	9e6425a022c61ba4a83ecafb70363d7d44f5879cafac42acf6904a210731ee1f	application/gzip; dcp-type=data	596541f8-7ac8-494c-8fa2-5570fa338d9d	1	stromal cell	Illumina HiSeq 2500	True	Smart-Seq	f8aa201c-4ff1-45a4-890e-840d63459ca2	Celgene Corporation || EMBL-EBI || Novo Nordisk Research Centre Oxford || OncoResponse, Inc || University of Oxford	Human Cell Atlas Data Coordination Platform || Kennedy Institute of Rheumatology || MRC Human Immunology Unit, MRC Weatherall Institute of Molecular Medicine || Translational Development || Weatherall Institute of Molecular Medicine || Wellcome Trust Centre for Human Genetics	HumanColonicMesenchymeIBD	Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease	1fd95d59-d4a0-4c1f-8cb6-444eaec68c8b	normal	colon	lamina propria of mucosa of colon	fresh	female	Human_S2_healthy	022b8e80-8a42-4344-86d5-ebc74ee6b6df	Homo sapiens	normal	57	year							specimens	1fd95d59-d4a0-4c1f-8cb6-444eaec68c8b	Human_S2_healthy_colon
70e8a0ab-58b3-4916-b410-9d5ec3659a6d	2019-10-04T094331.580188Z	SRR5294970_1.fastq.gz	fastq.gz	read1	199337641	848fb317-ca10-4ff6-82c3-be736d0a6de6	2019-07-26T200325.292490Z	e1a7634c1d7f2d7b98e159081593ad041cc69ea928aa44991a1694c0d60be3d4	application/gzip; dcp-type=data	0f653515-5c2d-47fa-99d6-fc43d3edac52	1	stromal cell	Illumina HiSeq 2500	True	Smart-Seq	f8aa201c-4ff1-45a4-890e-840d63459ca2	Celgene Corporation || EMBL-EBI || Novo Nordisk Research Centre Oxford || OncoResponse, Inc || University of Oxford	Human Cell Atlas Data Coordination Platform || Kennedy Institute of Rheumatology || MRC Human Immunology Unit, MRC Weatherall Institute of Molecular Medicine || Translational Development || Weatherall Institute of Molecular Medicine || Wellcome Trust Centre for Human Genetics	HumanColonicMesenchymeIBD	Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease	1fd95d59-d4a0-4c1f-8cb6-444eaec68c8b	normal	colon	lamina propria of mucosa of colon	fresh	female	Human_S2_healthy	022b8e80-8a42-4344-86d5-ebc74ee6b6df	Homo sapiens	normal	57	year							specimens	1fd95d59-d4a0-4c1f-8cb6-444eaec68c8b	Human_S2_healthy_colon
1f7e2464-504f-4f8d-afb1-c1d9aad72690	2019-10-04T094331.726428Z	SRR5294999_2.fastq.gz	fastq.gz	read2	179749287	55fc9868-0a7f-4d26-8cb8-bdad8f499f49	2019-07-26T200538.655494Z	c50ea93d11695c270d6a1e44cd8dfafe9c4a73525759162c9159194b15b74ee6	application/gzip; dcp-type=data	6ba2c362-5fa0-497b-a017-fd451c49571c	1	stromal cell	Illumina HiSeq 2500	True	Smart-Seq	f8aa201c-4ff1-45a4-890e-840d63459ca2	Celgene Corporation || EMBL-EBI || Novo Nordisk Research Centre Oxford || OncoResponse, Inc || University of Oxford	Human Cell Atlas Data Coordination Platform || Kennedy Institute of Rheumatology || MRC Human Immunology Unit, MRC Weatherall Institute of Molecular Medicine || Translational Development || Weatherall Institute of Molecular Medicine || Wellcome Trust Centre for Human Genetics	HumanColonicMesenchymeIBD	Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease	f7661c72-aa1d-4a1b-a1a0-15ab6c025abc	normal	colon	lamina propria of mucosa of colon	fresh	female	Human_S3_healthy	f0446fba-413b-4e7c-ba3c-019c70c0135f	Homo sapiens	normal	50	year							specimens	f7661c72-aa1d-4a1b-a1a0-15ab6c025abc	Human_S3_healthy_colon
21f1cb70-ab1a-48af-9e2b-8944042b8ba3	2019-10-04T094331.616718Z	SRR5294991_2.fastq.gz	fastq.gz	read2	224183646	ba60376c-4ea7-4a17-9f96-fd0c93f565ad	2019-07-26T200913.380942Z	ad3db227c7d9f8daa72ac2a5c28986a7a839071615bffbf9622167a22028d4bd	application/gzip; dcp-type=data	35b5ce37-dd24-46c8-b249-69b08a57a8c5	1	stromal cell	Illumina HiSeq 2500	True	Smart-Seq	f8aa201c-4ff1-45a4-890e-840d63459ca2	Celgene Corporation || EMBL-EBI || Novo Nordisk Research Centre Oxford || OncoResponse, Inc || University of Oxford	Human Cell Atlas Data Coordination Platform || Kennedy Institute of Rheumatology || MRC Human Immunology Unit, MRC Weatherall Institute of Molecular Medicine || Translational Development || Weatherall Institute of Molecular Medicine || Wellcome Trust Centre for Human Genetics	HumanColonicMesenchymeIBD	Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease	f7661c72-aa1d-4a1b-a1a0-15ab6c025abc	normal	colon	lamina propria of mucosa of colon	fresh	female	Human_S3_healthy	f0446fba-413b-4e7c-ba3c-019c70c0135f	Homo sapiens	normal	50	year							specimens	f7661c72-aa1d-4a1b-a1a0-15ab6c025abc	Human_S3_healthy_colon
31afb762-5928-43f1-9ca8-f9f20b9c3f58	2019-10-04T094331.664509Z	SRR5295052_2.fastq.gz	fastq.gz	read2	237869993	daeeac54-1b33-4bc9-96af-82f98b6fca51	2019-07-26T201319.589097Z	6810b0f8f27a6fc9806ca9dcffbe2a8a3ef749785b12fd4a52c5d0ec5c695c2a	application/gzip; dcp-type=data	ce5b9270-1306-4fe9-871f-04bf3723b544	1	stromal cell	Illumina HiSeq 2500	True	Smart-Seq	f8aa201c-4ff1-45a4-890e-840d63459ca2	Celgene Corporation || EMBL-EBI || Novo Nordisk Research Centre Oxford || OncoResponse, Inc || University of Oxford	Human Cell Atlas Data Coordination Platform || Kennedy Institute of Rheumatology || MRC Human Immunology Unit, MRC Weatherall Institute of Molecular Medicine || Translational Development || Weatherall Institute of Molecular Medicine || Wellcome Trust Centre for Human Genetics	HumanColonicMesenchymeIBD	Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease	9fe27d4f-8566-4fa8-9549-08e0d37f6bdc	normal	colon	lamina propria of mucosa of colon	fresh	female	Human_S1_healthy	676a2828-ae08-4c11-b076-b516e3bcfcbf	Homo sapiens	normal	69	year							specimens	9fe27d4f-8566-4fa8-9549-08e0d37f6bdc	Human_S1_healthy_colon
37cb55be-a8a7-4ccb-ba1b-6b636933bfcd	2019-10-04T094331.718188Z	SRR5295265_1.fastq.gz	fastq.gz	read1	52532493	00fce775-3692-4e10-937a-7c559566446c	2019-07-26T182412.889692Z	7b2ddaf05cc2f863867a576ef8c5e9a14ef66e4d75dad5a14abf98d39ee822b1	application/gzip; dcp-type=data	9a0ca710-1a7b-4566-9388-ccf10e36d1da	1	stromal cell	Illumina HiSeq 4000	True	Smart-Seq	f8aa201c-4ff1-45a4-890e-840d63459ca2	Celgene Corporation || EMBL-EBI || Novo Nordisk Research Centre Oxford || OncoResponse, Inc || University of Oxford	Human Cell Atlas Data Coordination Platform || Kennedy Institute of Rheumatology || MRC Human Immunology Unit, MRC Weatherall Institute of Molecular Medicine || Translational Development || Weatherall Institute of Molecular Medicine || Wellcome Trust Centre for Human Genetics	HumanColonicMesenchymeIBD	Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease	08e099e0-ce8d-4394-ae1a-e4bb2699ef3f	ulcerative colitis (disease)	colon	lamina propria of mucosa of colon	fresh	male	Human_S6_UC	fbac9967-6bab-4f1b-90c6-2c754cb651f1	Homo sapiens	ulcerative colitis (disease)	30	year							specimens	08e099e0-ce8d-4394-ae1a-e4bb2699ef3f	Human_S6_UC_inflammed_colon
